season,player_name,team,position,pa,ab,hits,doubles,triples,home_runs,walks,strikeouts,stolen_bases,batting_average,obp,slg,ops,iso,bb_rate,k_rate,hr_rate,bb_k_ratio,source_note,player_id,contact_score,power_score,discipline_score,hitter_value_score,player_value_score,player_type
2026,張洺瑀,富邦悍將,野手,74,63,14,1,1,0,11,18,1,0.222,0.338,0.27,0.608,0.048,0.1486,0.2432,0.0,0.61,CPBL 官方全記錄查詢,0000000361,22.2,13.2,59.3,29.7,29.7,打者
2026,顏清浤,台鋼雄鷹,野手,25,21,5,0,0,0,1,7,0,0.238,0.292,0.238,0.53,0.0,0.04,0.28,0.0,0.29,CPBL 官方全記錄查詢,0000006835,23.799999999999997,0.0,35.3,22.0,22.0,打者
2026,邦力多,富邦悍將,野手,75,70,16,3,0,0,5,13,1,0.229,0.28,0.271,0.551,0.042,0.0667,0.1733,0.0,0.38,CPBL 官方全記錄查詢,BATC39384F,22.900000000000002,11.6,44.7,26.0,26.0,打者
2026,陳思仲,味全龍,野手,32,30,4,0,0,0,1,9,0,0.133,0.188,0.133,0.321,0.0,0.0313,0.2813,0.0,0.22,CPBL 官方全記錄查詢,0000006728,13.3,0.0,33.0,14.8,14.8,打者
2026,道威聖,樂天桃猿,野手,55,50,11,3,0,0,4,14,0,0.22,0.291,0.28,0.571,0.06,0.0727,0.2545,0.0,0.36,CPBL 官方全記錄查詢,0000007806,22.0,16.5,42.8,27.0,27.0,打者
2026,張閔勛,樂天桃猿,野手,44,37,7,1,0,0,5,4,0,0.189,0.295,0.216,0.511,0.027,0.0909,0.0909,0.0,1.5,CPBL 官方全記錄查詢,0000002282,18.9,7.4,63.2,26.2,26.2,打者
2026,陳統恩,中信兄弟,野手,32,27,4,0,0,0,4,4,0,0.148,0.281,0.148,0.429,0.0,0.125,0.125,0.0,1.25,CPBL 官方全記錄查詢,0000006732,14.799999999999999,0.0,65.6,22.5,22.5,打者
2026,高捷,富邦悍將,野手,22,21,4,0,0,0,1,6,0,0.19,0.227,0.19,0.417,0.0,0.0455,0.2727,0.0,0.17,CPBL 官方全記錄查詢,0000007091,19.0,0.0,35.3,18.5,18.5,打者
2026,陳佳樂,樂天桃猿,野手,56,52,9,0,0,1,1,12,0,0.173,0.214,0.231,0.445,0.058,0.0179,0.2143,0.0179,0.25,CPBL 官方全記錄查詢,0000006858,17.299999999999997,27.1,33.2,23.9,23.9,打者
2026,朱盟,台鋼雄鷹,野手,28,27,4,1,0,0,0,6,0,0.148,0.148,0.185,0.333,0.037,0.0,0.2143,0.0,0.0,CPBL 官方全記錄查詢,0000007631,14.799999999999999,10.2,27.5,16.6,16.6,打者
2026,潘磊,統一7-ELEVEn獅,野手,39,37,5,0,0,1,0,11,0,0.135,0.154,0.216,0.37,0.081,0.0,0.2821,0.0256,0.09,CPBL 官方全記錄查詢,0000006843,13.5,38.2,26.0,22.6,22.6,打者
2026,王勝偉,富邦悍將,野手,36,29,6,0,0,1,4,8,0,0.207,0.324,0.31,0.634,0.103,0.1111,0.2222,0.0278,0.63,CPBL 官方全記錄查詢,0000003211,20.7,45.7,53.5,35.6,35.6,打者
2026,張趙紘,樂天桃猿,野手,46,40,6,2,0,0,6,11,1,0.15,0.261,0.2,0.461,0.05,0.1304,0.2391,0.0,0.55,CPBL 官方全記錄查詢,0000007312,15.0,13.8,55.6,24.5,24.5,打者
2026,張志豪,中信兄弟,野手,50,43,6,1,0,0,3,9,0,0.14,0.18,0.163,0.343,0.023,0.06,0.18,0.0,0.33,CPBL 官方全記錄查詢,0000003183,14.000000000000002,6.3,42.8,18.2,18.2,打者
2026,柯育民,統一7-ELEVEn獅,野手,35,32,2,0,0,0,1,10,1,0.063,0.091,0.063,0.154,0.0,0.0286,0.2857,0.0,0.1,CPBL 官方全記錄查詢,0000003645,6.3,0.0,31.1,9.4,9.4,打者
2026,胡冠俞,台鋼雄鷹,野手,30,26,5,1,0,0,2,9,0,0.192,0.276,0.231,0.507,0.039,0.0667,0.3,0.0,0.33,CPBL 官方全記錄查詢,0000004643,19.2,10.7,39.8,23.4,23.4,打者
2026,全紹凱,統一7-ELEVEn獅,野手,27,25,6,2,0,0,1,5,0,0.24,0.259,0.32,0.579,0.08,0.037,0.1852,0.0,0.2,CPBL 官方全記錄查詢,0000007291,24.0,22.0,37.2,27.8,27.8,打者
2026,吳柏萱,台鋼雄鷹,野手,22,21,5,0,0,0,1,8,0,0.238,0.273,0.238,0.511,0.0,0.0455,0.3636,0.0,0.13,CPBL 官方全記錄查詢,0000006938,23.799999999999997,0.0,31.8,21.0,21.0,打者
2026,林瑞鈞,中信兄弟,野手,20,17,4,1,0,1,2,6,1,0.235,0.35,0.471,0.821,0.236,0.1,0.3,0.05,0.5,CPBL 官方全記錄查詢,0000005567,23.5,96.1,47.5,49.5,49.5,打者
2026,戴伯丞,統一7-ELEVEn獅,野手,18,17,2,0,0,0,0,7,2,0.118,0.118,0.118,0.236,0.0,0.0,0.3889,0.0,0.0,CPBL 官方全記錄查詢,0000007036,11.799999999999999,0.0,21.4,10.9,10.9,打者
2026,陳九登,中信兄弟,野手,19,16,5,1,0,0,3,4,0,0.313,0.421,0.375,0.796,0.062,0.1579,0.2105,0.0,0.75,CPBL 官方全記錄查詢,0000007282,31.3,17.1,63.6,37.1,37.1,打者
2026,辛元旭,富邦悍將,野手,18,18,2,0,0,0,0,5,0,0.111,0.111,0.111,0.222,0.0,0.0,0.2778,0.0,0.0,CPBL 官方全記錄查詢,0000005496,11.1,0.0,25.3,11.0,11.0,打者
2026,許博閎,味全龍,野手,11,10,1,0,0,0,1,1,1,0.1,0.182,0.1,0.282,0.0,0.0909,0.0909,0.0,1.0,CPBL 官方全記錄查詢,0000007308,10.0,0.0,58.2,17.1,17.1,打者
2026,李聖裕,中信兄弟,野手,21,19,5,0,0,0,2,7,0,0.263,0.333,0.263,0.596,0.0,0.0952,0.3333,0.0,0.29,CPBL 官方全記錄查詢,0000005656,26.3,0.0,43.4,25.2,25.2,打者
2026,吳明鴻,台鋼雄鷹,野手,14,13,2,0,0,0,0,3,0,0.154,0.154,0.154,0.308,0.0,0.0,0.2143,0.0,0.0,CPBL 官方全記錄查詢,0000002304,15.4,0.0,27.5,14.1,14.1,打者
2026,張進德,富邦悍將,野手,15,14,1,0,0,0,1,3,0,0.071,0.133,0.071,0.204,0.0,0.0667,0.2,0.0,0.33,CPBL 官方全記錄查詢,0000000910,7.1,0.0,43.3,12.5,12.5,打者
2026,王翾祐,統一7-ELEVEn獅,野手,31,27,10,3,0,0,3,4,3,0.37,0.433,0.481,0.914,0.111,0.0968,0.129,0.0,0.75,CPBL 官方全記錄查詢,0000007605,37.0,30.6,55.4,42.4,42.4,打者
2026,郭永維,台鋼雄鷹,野手,18,17,5,0,0,0,1,3,0,0.294,0.333,0.294,0.627,0.0,0.0556,0.1667,0.0,0.33,CPBL 官方全記錄查詢,0000003174,29.4,0.0,42.5,26.4,26.4,打者
2026,盧柏華,富邦悍將,野手,13,12,2,1,0,0,0,3,0,0.167,0.231,0.25,0.481,0.083,0.0,0.2308,0.0,0.33,CPBL 官方全記錄查詢,0000007298,16.7,22.9,30.2,23.3,23.3,打者
2026,石翔宇,味全龍,野手,10,9,1,1,0,0,1,3,0,0.111,0.2,0.222,0.422,0.111,0.1,0.3,0.0,0.33,CPBL 官方全記錄查詢,0000000356,11.1,30.6,45.8,24.7,24.7,打者
2026,何恆佑,統一7-ELEVEn獅,野手,21,20,2,0,0,0,0,8,1,0.1,0.1,0.1,0.2,0.0,0.0,0.381,0.0,0.0,CPBL 官方全記錄查詢,0000006213,10.0,0.0,21.7,9.8,9.8,打者
2026,杜家明,台鋼雄鷹,野手,20,17,1,0,0,0,3,2,0,0.059,0.2,0.059,0.259,0.0,0.15,0.1,0.0,1.5,CPBL 官方全記錄查詢,0000000753,5.8999999999999995,0.0,73.5,18.0,18.0,打者
2026,豊暐,富邦悍將,野手,7,7,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,CPBL 官方全記錄查詢,0000006909,0.0,0.0,20.0,3.0,3.0,打者
2026,廖健富,樂天桃猿,野手,8,7,4,1,0,0,1,0,0,0.571,0.625,0.714,1.339,0.143,0.125,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000000158,57.099999999999994,39.4,57.5,58.1,58.1,打者
2026,陽念祖,味全龍,野手,2,2,1,0,0,0,0,1,0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,CPBL 官方全記錄查詢,0000007082,50.0,0.0,17.5,35.1,35.1,打者
2026,曾冠傑,樂天桃猿,野手,9,8,2,0,0,0,1,3,0,0.25,0.333,0.25,0.583,0.0,0.1111,0.3333,0.0,0.33,CPBL 官方全記錄查詢,0000007313,25.0,0.0,46.6,25.1,25.1,打者
2026,陳真,富邦悍將,野手,15,15,3,0,0,0,0,5,0,0.2,0.2,0.2,0.4,0.0,0.0,0.3333,0.0,0.0,CPBL 官方全記錄查詢,0000005310,20.0,0.0,23.3,16.5,16.5,打者
2026,顏采丞,台鋼雄鷹,野手,10,10,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,CPBL 官方全記錄查詢,0000007629,0.0,0.0,28.0,4.2,4.2,打者
2026,劉貴元,中信兄弟,野手,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000006221,0.0,0.0,35.0,5.2,5.2,打者
2026,歐晉,樂天桃猿,野手,8,6,0,0,0,0,2,1,0,0.0,0.25,0.0,0.25,0.0,0.25,0.125,0.0,2.0,CPBL 官方全記錄查詢,0000005536,0.0,0.0,95.6,20.0,20.0,打者
2026,姚冠瑋,味全龍,野手,3,3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,CPBL 官方全記錄查詢,0000005563,0.0,0.0,11.7,1.8,1.8,打者
2026,楊祥禾,中信兄弟,野手,2,2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,CPBL 官方全記錄查詢,0000007086,0.0,0.0,17.5,2.6,2.6,打者
2026,高國麟,富邦悍將,野手,6,6,2,0,0,0,0,0,0,0.333,0.333,0.333,0.666,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000001118,33.300000000000004,0.0,35.0,26.9,26.9,打者
2026,董秉軒,台鋼雄鷹,野手,5,5,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000005296,20.0,0.0,35.0,18.2,18.2,打者
2026,陳飛霖,台鋼雄鷹,野手,4,3,0,0,0,0,1,1,0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,1.0,CPBL 官方全記錄查詢,0000007013,0.0,0.0,81.2,17.8,17.8,打者
2026,蔡琞傑,中信兄弟,野手,2,2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CPBL 官方全記錄查詢,0000007621,0.0,0.0,0.0,0.0,0.0,打者
2026,余羿賢,統一7-ELEVEn獅,野手,2,2,1,0,0,0,0,1,0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,CPBL 官方全記錄查詢,0000006955,50.0,0.0,17.5,35.1,35.1,打者
2026,邱邦,樂天桃猿,野手,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000006770,50.0,0.0,35.0,37.8,37.8,打者
2026,董順傑,樂天桃猿,野手,5,5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,CPBL 官方全記錄查詢,0000006856,0.0,0.0,14.0,2.1,2.1,打者
2026,楊泯貽,富邦悍將,野手,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000007297,0.0,0.0,35.0,5.2,5.2,打者
2026,黃秉揚,台鋼雄鷹,野手,3,3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,CPBL 官方全記錄查詢,0000006930,0.0,0.0,23.3,3.5,3.5,打者
2026,林哲瑄,富邦悍將,野手,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000003339,100.0,0.0,35.0,70.2,70.2,打者
2026,吳承皓,味全龍,野手,4,3,1,0,0,0,1,0,0,0.333,0.5,0.333,0.833,0.0,0.25,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000007610,33.300000000000004,0.0,80.0,37.4,37.4,打者
2026,游承勳,樂天桃猿,野手,4,4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,CPBL 官方全記錄查詢,0000007315,0.0,0.0,26.2,3.9,3.9,打者
2026,吳柏賢,統一7-ELEVEn獅,野手,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000007602,0.0,0.0,35.0,5.2,5.2,打者
2026,黃柏豪,味全龍,野手,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CPBL 官方全記錄查詢,0000005538,0.0,0.0,0.0,0.0,0.0,打者
2026,江忠城,中信兄弟,野手,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000001232,0.0,0.0,35.0,5.2,5.2,打者
2026,陳琥,中信兄弟,野手,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000000771,0.0,0.0,35.0,5.2,5.2,打者
2026,徐博瑋,中信兄弟,野手,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000007088,0.0,0.0,35.0,5.2,5.2,打者
2026,鍾玉成,樂天桃猿,野手,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPBL 官方全記錄查詢,0000006714,0.0,0.0,35.0,5.2,5.2,打者
